pitch,twist_factor,chord_factor,CT,CP 
5.3,0.8,0.7,0.32,0.28235
5.3,0.8,0.8,0.36625,0.31618
5.3,0.8,0.9,0.41258,0.3481
5.3,0.8,1.0,0.45937,0.37843
5.3,0.8,1.1,0.50752,0.40675
5.3,0.8,1.2,0.55559,0.43298
5.3,0.8,1.3,0.60474,0.45685
5.3,0.8,1.4,0.65676,0.47847
5.3,0.9,0.5,0.22856,0.20987
5.3,0.9,0.6,0.27455,0.24724
5.3,0.9,0.7,0.32074,0.28295
5.3,0.9,0.8,0.36716,0.31689
5.3,0.9,0.9,0.41422,0.3493
5.3,0.9,1.0,0.4621,0.37998
5.3,0.9,1.1,0.51035,0.40853
5.3,0.9,1.2,0.55958,0.43523
5.3,0.9,1.3,0.61107,0.45991
5.3,0.9,1.4,0.66557,0.4818
5.3,1.0,0.5,0.22903,0.21028
5.3,1.0,0.6,0.27517,0.24777
5.3,1.0,0.7,0.32163,0.28367
5.3,1.0,0.8,0.3688,0.31812
5.3,1.0,0.9,0.41675,0.35091
5.3,1.0,1.0,0.46519,0.3818
5.3,1.0,1.1,0.51439,0.411
5.3,1.0,1.2,0.56613,0.43869
5.3,1.0,1.3,0.6198,0.46385
5.3,1.0,1.4,0.6752,0.48533
5.3,1.1,0.5,0.22961,0.2108
5.3,1.1,0.6,0.2761,0.24855
5.3,1.1,0.7,0.3232,0.28491
5.3,1.1,0.8,0.37108,0.31971
5.3,1.1,0.9,0.41986,0.35299
5.3,1.1,1.0,0.46952,0.38458
5.3,1.1,1.1,0.52047,0.41455
5.3,1.1,1.2,0.5735,0.44256
5.3,1.1,1.3,0.62794,0.4675
5.3,1.1,1.4,0.68524,0.48873
5.3,1.2,0.5,0.23058,0.21161
5.3,1.2,0.6,0.27765,0.24978
5.3,1.2,0.7,0.32535,0.2865
5.3,1.2,0.8,0.37421,0.32196
5.3,1.2,0.9,0.42417,0.35579
5.3,1.2,1.0,0.47497,0.38809
5.3,1.2,1.1,0.52717,0.41847
5.3,1.2,1.2,0.58099,0.44644
5.3,1.2,1.3,0.63708,0.47143
5.3,1.2,1.4,0.69372,0.49152
5.3,1.3,0.5,0.23184,0.21268
5.3,1.3,0.6,0.27968,0.25141
5.3,1.3,0.7,0.32842,0.28886
5.3,1.3,0.8,0.37827,0.32489
5.3,1.3,0.9,0.42926,0.35931
5.3,1.3,1.0,0.48082,0.39183
5.3,1.3,1.1,0.53419,0.42252
5.3,1.3,1.2,0.58914,0.45055
5.3,1.3,1.3,0.64414,0.47452
5.3,1.3,1.4,0.69558,0.49274
5.3,1.4,0.5,0.23393,0.21444
5.3,1.4,0.6,0.28259,0.25376
5.3,1.4,0.7,0.33225,0.29178
5.3,1.4,0.8,0.383,0.3282
5.3,1.4,0.9,0.43449,0.36289
5.3,1.4,1.0,0.48735,0.39595
5.3,1.4,1.1,0.54122,0.42653
5.3,1.4,1.2,0.59449,0.45334
5.3,1.4,1.3,0.64533,0.47532
5.3,1.4,1.4,0.69305,0.49249
5.4,0.5,0.5,0.22705,0.20853
5.4,0.5,0.6,0.27258,0.24555
5.4,0.5,0.7,0.31796,0.28068
5.4,0.5,0.8,0.36369,0.3142
5.4,0.5,0.9,0.40949,0.34583
5.4,0.5,1.0,0.45484,0.37532
5.4,0.5,1.1,0.50069,0.40303
5.4,0.5,1.2,0.54683,0.4286
5.4,0.5,1.3,0.59356,0.4518
5.4,0.5,1.4,0.64091,0.47231
5.4,0.6,0.5,0.22739,0.20882
5.4,0.6,0.6,0.27282,0.24575
5.4,0.6,0.7,0.31855,0.28116
5.4,0.6,0.8,0.36439,0.31475
5.4,0.6,0.9,0.41032,0.34646
5.4,0.6,1.0,0.45591,0.37608
5.4,0.6,1.1,0.5021,0.40394
5.4,0.6,1.2,0.54871,0.42968
5.4,0.6,1.3,0.59599,0.45305
5.4,0.6,1.4,0.64491,0.47342
5.4,0.7,0.5,0.22777,0.20915
5.4,0.7,0.6,0.27332,0.24619
5.4,0.7,0.7,0.31914,0.28166
5.4,0.7,0.8,0.36512,0.31534
5.4,0.7,0.9,0.41102,0.34699
5.4,0.7,1.0,0.45721,0.37697
5.4,0.7,1.1,0.5038,0.40502
5.4,0.7,1.2,0.55094,0.43096
5.4,0.7,1.3,0.59979,0.45436
5.4,0.7,1.4,0.64873,0.47512
5.4,0.8,0.5,0.22802,0.20938
5.4,0.8,0.6,0.27382,0.24663
5.4,0.8,0.7,0.31978,0.28219
5.4,0.8,0.8,0.36575,0.31584
5.4,0.8,0.9,0.41215,0.34781
5.4,0.8,1.0,0.45877,0.37804
5.4,0.8,1.1,0.50678,0.40629
5.4,0.8,1.2,0.55465,0.43247
5.4,0.8,1.3,0.60341,0.4562
5.4,0.8,1.4,0.65465,0.47762
5.4,0.9,0.5,0.22843,0.20976
5.4,0.9,0.6,0.27437,0.24711
5.4,0.9,0.7,0.3205,0.28278
5.4,0.9,0.8,0.36671,0.31658
5.4,0.9,0.9,0.41366,0.34891
5.4,0.9,1.0,0.46139,0.37952
5.4,0.9,1.1,0.50953,0.40802
5.4,0.9,1.2,0.55824,0.43451
5.4,0.9,1.3,0.60907,0.45897
5.4,0.9,1.4,0.66286,0.48076
5.4,1.0,0.5,0.22888,0.21017
5.4,1.0,0.6,0.27484,0.24752
5.4,1.0,0.7,0.32123,0.28338
5.4,1.0,0.8,0.36824,0.31774
5.4,1.0,0.9,0.4161,0.35046
5.4,1.0,1.0,0.4643,0.38121
5.4,1.0,1.1,0.51311,0.41022
5.4,1.0,1.2,0.56395,0.43755
5.4,1.0,1.3,0.61745,0.46278
5.4,1.0,1.4,0.6728,0.48444
5.4,1.1,0.5,0.22929,0.21053
5.4,1.1,0.6,0.27575,0.24828
5.4,1.1,0.7,0.3227,0.28455
5.4,1.1,0.8,0.37046,0.31929
5.4,1.1,0.9,0.41901,0.35241
5.4,1.1,1.0,0.46829,0.38379
5.4,1.1,1.1,0.51877,0.41355
5.4,1.1,1.2,0.57144,0.44149
5.4,1.1,1.3,0.62557,0.46645
5.4,1.1,1.4,0.68277,0.48785
5.4,1.2,0.5,0.23028,0.21137
5.4,1.2,0.6,0.27724,0.24946
5.4,1.2,0.7,0.32471,0.28603
5.4,1.2,0.8,0.37329,0.32132
5.4,1.2,0.9,0.423,0.35499
5.4,1.2,1.0,0.47345,0.38712
5.4,1.2,1.1,0.52539,0.41744
5.4,1.2,1.2,0.57886,0.44536
5.4,1.2,1.3,0.63483,0.47045
5.4,1.2,1.4,0.69204,0.49086
5.4,1.3,0.5,0.23149,0.2124
5.4,1.3,0.6,0.27905,0.25092
5.4,1.3,0.7,0.32756,0.28822
5.4,1.3,0.8,0.37713,0.32409
5.4,1.3,0.9,0.42798,0.35843
5.4,1.3,1.0,0.47932,0.39088
5.4,1.3,1.1,0.53223,0.4214
5.4,1.3,1.2,0.58716,0.44955
5.4,1.3,1.3,0.64265,0.47384
5.4,1.3,1.4,0.69521,0.49245
5.4,1.4,0.5,0.23337,0.21398
5.4,1.4,0.6,0.2818,0.25314
5.4,1.4,0.7,0.33126,0.29104
5.4,1.4,0.8,0.38187,0.3274
5.4,1.4,0.9,0.43311,0.36196
5.4,1.4,1.0,0.48567,0.3949
5.4,1.4,1.1,0.5395,0.42555
5.4,1.4,1.2,0.59348,0.4528
5.4,1.4,1.3,0.64505,0.47512
5.4,1.4,1.4,0.69342,0.49247
5.5,0.5,0.5,0.22692,0.20842
5.5,0.5,0.6,0.27218,0.24523
5.5,0.5,0.7,0.31775,0.28054
5.5,0.5,0.8,0.36342,0.31404
5.5,0.5,0.9,0.40891,0.34542
5.5,0.5,1.0,0.45453,0.3751
5.5,0.5,1.1,0.50029,0.40279
5.5,0.5,1.2,0.54628,0.42829
5.5,0.5,1.3,0.59283,0.45145
5.5,0.5,1.4,0.64001,0.47192
5.5,0.6,0.5,0.22724,0.2087
5.5,0.6,0.6,0.27264,0.24562
5.5,0.6,0.7,0.31833,0.28101
5.5,0.6,0.8,0.36412,0.31458
5.5,0.6,0.9,0.40977,0.34607
5.5,0.6,1.0,0.45558,0.37585
5.5,0.6,1.1,0.50163,0.40365
5.5,0.6,1.2,0.54805,0.42931
5.5,0.6,1.3,0.59515,0.45263
5.5,0.6,1.4,0.64388,0.47297
5.5,0.7,0.5,0.22751,0.20894
5.5,0.7,0.6,0.27314,0.24605
5.5,0.7,0.7,0.31892,0.2815
5.5,0.7,0.8,0.36462,0.31499
5.5,0.7,0.9,0.41071,0.34678
5.5,0.7,1.0,0.45681,0.3767
5.5,0.7,1.1,0.50323,0.40466
5.5,0.7,1.2,0.55016,0.43053
5.5,0.7,1.3,0.59881,0.45387
5.5,0.7,1.4,0.64752,0.4746
5.5,0.8,0.5,0.22788,0.20927
5.5,0.8,0.6,0.27364,0.2465
5.5,0.8,0.7,0.31956,0.28204
5.5,0.8,0.8,0.36547,0.31566
5.5,0.8,0.9,0.41181,0.34758
5.5,0.8,1.0,0.45822,0.37766
5.5,0.8,1.1,0.50606,0.40585
5.5,0.8,1.2,0.55374,0.43197
5.5,0.8,1.3,0.60232,0.45567
5.5,0.8,1.4,0.65261,0.47677
5.5,0.9,0.5,0.2283,0.20965
5.5,0.9,0.6,0.27418,0.24697
5.5,0.9,0.7,0.32012,0.2825
5.5,0.9,0.8,0.3664,0.31639
5.5,0.9,0.9,0.41311,0.34853
5.5,0.9,1.0,0.46071,0.37907
5.5,0.9,1.1,0.50872,0.40752
5.5,0.9,1.2,0.55705,0.43385
5.5,0.9,1.3,0.60715,0.45805
5.5,0.9,1.4,0.66061,0.47989
5.5,1.0,0.5,0.22874,0.21005
5.5,1.0,0.6,0.27466,0.24738
5.5,1.0,0.7,0.32091,0.28315
5.5,1.0,0.8,0.36768,0.31737
5.5,1.0,0.9,0.41545,0.35003
5.5,1.0,1.0,0.46355,0.38072
5.5,1.0,1.1,0.51199,0.40955
5.5,1.0,1.2,0.56193,0.43653
5.5,1.0,1.3,0.61515,0.46173
5.5,1.0,1.4,0.67037,0.48352
5.5,1.1,0.5,0.22913,0.2104
5.5,1.1,0.6,0.27543,0.24803
5.5,1.1,0.7,0.32224,0.2842
5.5,1.1,0.8,0.36985,0.31887
5.5,1.1,0.9,0.41793,0.35172
5.5,1.1,1.0,0.46714,0.38304
5.5,1.1,1.1,0.51721,0.41262
5.5,1.1,1.2,0.56929,0.44038
5.5,1.1,1.3,0.62349,0.46551
5.5,1.1,1.4,0.68008,0.48692
5.5,1.2,0.5,0.22995,0.21111
5.5,1.2,0.6,0.27684,0.24915
5.5,1.2,0.7,0.32417,0.28564
5.5,1.2,0.8,0.37244,0.32073
5.5,1.2,0.9,0.42189,0.35424
5.5,1.2,1.0,0.47199,0.38619
5.5,1.2,1.1,0.52368,0.41643
5.5,1.2,1.2,0.57681,0.4443
5.5,1.2,1.3,0.63245,0.46942
5.5,1.2,1.4,0.68976,0.49016
5.5,1.3,0.5,0.23117,0.21213
5.5,1.3,0.6,0.27849,0.25048
5.5,1.3,0.7,0.32675,0.28761
5.5,1.3,0.8,0.37604,0.32333
5.5,1.3,0.9,0.42665,0.35754
5.5,1.3,1.0,0.47787,0.38995
5.5,1.3,1.1,0.53033,0.42031
5.5,1.3,1.2,0.58511,0.44852
5.5,1.3,1.3,0.64091,0.47307
5.5,1.3,1.4,0.69455,0.49208
5.5,1.4,0.5,0.23286,0.21355
5.5,1.4,0.6,0.28104,0.25254
5.5,1.4,0.7,0.33027,0.29031
5.5,1.4,0.8,0.38075,0.32662
5.5,1.4,0.9,0.43179,0.36107
5.5,1.4,1.0,0.48401,0.39386
5.5,1.4,1.1,0.53775,0.42455
5.5,1.4,1.2,0.59214,0.4521
5.5,1.4,1.3,0.64455,0.47482
5.5,1.4,1.4,0.69359,0.4924
5.6,0.5,0.5,0.22668,0.20822
5.6,0.5,0.6,0.27201,0.24511
5.6,0.5,0.7,0.31754,0.28039
5.6,0.5,0.8,0.36316,0.31388
5.6,0.5,0.9,0.40861,0.34524
5.6,0.5,1.0,0.45422,0.37489
5.6,0.5,1.1,0.49988,0.40253
5.6,0.5,1.2,0.54578,0.42801
5.6,0.5,1.3,0.59215,0.45111
5.6,0.5,1.4,0.63879,0.47135
5.6,0.6,0.5,0.22694,0.20844
5.6,0.6,0.6,0.27245,0.24549
5.6,0.6,0.7,0.31811,0.28086
5.6,0.6,0.8,0.3636,0.31422
5.6,0.6,0.9,0.40946,0.34588
5.6,0.6,1.0,0.45526,0.37563
5.6,0.6,1.1,0.50118,0.40337
5.6,0.6,1.2,0.54746,0.42898
5.6,0.6,1.3,0.59404,0.45206
5.6,0.6,1.4,0.64257,0.47237
5.6,0.7,0.5,0.22732,0.20878
5.6,0.7,0.6,0.27295,0.24591
5.6,0.7,0.7,0.31871,0.28135
5.6,0.7,0.8,0.36435,0.31482
5.6,0.7,0.9,0.41039,0.34658
5.6,0.7,1.0,0.45644,0.37645
5.6,0.7,1.1,0.50268,0.40432
5.6,0.7,1.2,0.54942,0.43012
5.6,0.7,1.3,0.5976,0.45326
5.6,0.7,1.4,0.64607,0.47396
5.6,0.8,0.5,0.22774,0.20916
5.6,0.8,0.6,0.27346,0.24636
5.6,0.8,0.7,0.31915,0.28173
5.6,0.8,0.8,0.36519,0.31549
5.6,0.8,0.9,0.41147,0.34737
5.6,0.8,1.0,0.45773,0.37733
5.6,0.8,1.1,0.50537,0.40541
5.6,0.8,1.2,0.55286,0.43148
5.6,0.8,1.3,0.60124,0.45515
5.6,0.8,1.4,0.65046,0.47587
5.6,0.9,0.5,0.22817,0.20954
5.6,0.9,0.6,0.27385,0.2467
5.6,0.9,0.7,0.31989,0.28234
5.6,0.9,0.8,0.36612,0.3162
5.6,0.9,0.9,0.41258,0.34819
5.6,0.9,1.0,0.46005,0.37863
5.6,0.9,1.1,0.50792,0.40704
5.6,0.9,1.2,0.55609,0.43332
5.6,0.9,1.3,0.60547,0.45726
5.6,0.9,1.4,0.65822,0.47895
5.6,1.0,0.5,0.22849,0.20984
5.6,1.0,0.6,0.27447,0.24724
5.6,1.0,0.7,0.32066,0.28298
5.6,1.0,0.8,0.36719,0.31703
5.6,1.0,0.9,0.41479,0.3496
5.6,1.0,1.0,0.46283,0.38024
5.6,1.0,1.1,0.51111,0.40901
5.6,1.0,1.2,0.56039,0.4357
5.6,1.0,1.3,0.61258,0.46055
5.6,1.0,1.4,0.6679,0.4826
5.6,1.1,0.5,0.22899,0.21029
5.6,1.1,0.6,0.27515,0.24782
5.6,1.1,0.7,0.32181,0.28389
5.6,1.1,0.8,0.36925,0.31847
5.6,1.1,0.9,0.41723,0.35125
5.6,1.1,1.0,0.4659,0.38227
5.6,1.1,1.1,0.51577,0.41177
5.6,1.1,1.2,0.56729,0.43933
5.6,1.1,1.3,0.62125,0.4645
5.6,1.1,1.4,0.6774,0.48597
5.6,1.2,0.5,0.22969,0.2109
5.6,1.2,0.6,0.27646,0.24886
5.6,1.2,0.7,0.32367,0.28527
5.6,1.2,0.8,0.37169,0.32022
5.6,1.2,0.9,0.42083,0.35352
5.6,1.2,1.0,0.47061,0.3853
5.6,1.2,1.1,0.52195,0.41542
5.6,1.2,1.2,0.57478,0.44326
5.6,1.2,1.3,0.63001,0.46836
5.6,1.2,1.4,0.68744,0.48934
5.6,1.3,0.5,0.2308,0.21182
5.6,1.3,0.6,0.27797,0.25009
5.6,1.3,0.7,0.32598,0.28704
5.6,1.3,0.8,0.375,0.32261
5.6,1.3,0.9,0.42535,0.35666
5.6,1.3,1.0,0.47642,0.38903
5.6,1.3,1.1,0.52855,0.41928
5.6,1.3,1.2,0.58296,0.44744
5.6,1.3,1.3,0.63891,0.47219
5.6,1.3,1.4,0.69368,0.49164
5.6,1.4,0.5,0.23238,0.21316
5.6,1.4,0.6,0.28035,0.252
5.6,1.4,0.7,0.32931,0.28959
5.6,1.4,0.8,0.37962,0.32584
5.6,1.4,0.9,0.43052,0.36022
5.6,1.4,1.0,0.4824,0.39284
5.6,1.4,1.1,0.53597,0.42353
5.6,1.4,1.2,0.59057,0.45129
5.6,1.4,1.3,0.64384,0.47444
5.6,1.4,1.4,0.69358,0.49226
5.7,0.5,0.5,0.22648,0.20805
5.7,0.5,0.6,0.27184,0.24499
5.7,0.5,0.7,0.31733,0.28025
5.7,0.5,0.8,0.36262,0.31349
5.7,0.5,0.9,0.40831,0.34506
5.7,0.5,1.0,0.45392,0.37468
5.7,0.5,1.1,0.4995,0.4023
5.7,0.5,1.2,0.54498,0.42752
5.7,0.5,1.3,0.59118,0.45061
5.7,0.5,1.4,0.63798,0.471
5.7,0.6,0.5,0.22679,0.20832
5.7,0.6,0.6,0.27227,0.24535
5.7,0.6,0.7,0.31764,0.2805
5.7,0.6,0.8,0.36334,0.31405
5.7,0.6,0.9,0.40916,0.3457
5.7,0.6,1.0,0.45493,0.37541
5.7,0.6,1.1,0.50076,0.40312
5.7,0.6,1.2,0.54663,0.42849
5.7,0.6,1.3,0.59328,0.45169
5.7,0.6,1.4,0.6407,0.47222
5.7,0.7,0.5,0.22717,0.20866
5.7,0.7,0.6,0.27276,0.24577
5.7,0.7,0.7,0.31827,0.28103
5.7,0.7,0.8,0.36409,0.31466
5.7,0.7,0.9,0.41008,0.34639
5.7,0.7,1.0,0.4561,0.37621
5.7,0.7,1.1,0.50196,0.40387
5.7,0.7,1.2,0.54849,0.42957
5.7,0.7,1.3,0.59669,0.45281
5.7,0.7,1.4,0.64496,0.47349
5.7,0.8,0.5,0.22759,0.20904
5.7,0.8,0.6,0.27312,0.24609
5.7,0.8,0.7,0.31893,0.28158
5.7,0.8,0.8,0.36491,0.31531
5.7,0.8,0.9,0.41113,0.34716
5.7,0.8,1.0,0.45735,0.37708
5.7,0.8,1.1,0.50364,0.40495
5.7,0.8,1.2,0.55181,0.43087
5.7,0.8,1.3,0.59997,0.45451
5.7,0.8,1.4,0.64909,0.47531
5.7,0.9,0.5,0.22803,0.20943
5.7,0.9,0.6,0.27367,0.24657
5.7,0.9,0.7,0.31966,0.28219
5.7,0.9,0.8,0.36583,0.31602
5.7,0.9,0.9,0.4122,0.34795
5.7,0.9,1.0,0.45922,0.37808
5.7,0.9,1.1,0.50694,0.40643
5.7,0.9,1.2,0.55516,0.4328
5.7,0.9,1.3,0.60405,0.45658
5.7,0.9,1.4,0.65547,0.47794
5.7,1.0,0.5,0.22836,0.20973
5.7,1.0,0.6,0.27429,0.2471
5.7,1.0,0.7,0.32043,0.28281
5.7,1.0,0.8,0.36678,0.31676
5.7,1.0,0.9,0.41397,0.34907
5.7,1.0,1.0,0.46196,0.37966
5.7,1.0,1.1,0.51024,0.40848
5.7,1.0,1.2,0.55899,0.43495
5.7,1.0,1.3,0.6105,0.45959
5.7,1.0,1.4,0.66534,0.48165
5.7,1.1,0.5,0.22885,0.21017
5.7,1.1,0.6,0.27492,0.24764
5.7,1.1,0.7,0.3213,0.28351
5.7,1.1,0.8,0.36857,0.318
5.7,1.1,0.9,0.41652,0.3508
5.7,1.1,1.0,0.46505,0.38171
5.7,1.1,1.1,0.51442,0.41096
5.7,1.1,1.2,0.56544,0.43835
5.7,1.1,1.3,0.61896,0.46347
5.7,1.1,1.4,0.67474,0.48503
5.7,1.2,0.5,0.22946,0.2107
5.7,1.2,0.6,0.27601,0.24851
5.7,1.2,0.7,0.32309,0.28485
5.7,1.2,0.8,0.37104,0.31978
5.7,1.2,0.9,0.41982,0.35286
5.7,1.2,1.0,0.46932,0.38446
5.7,1.2,1.1,0.52026,0.41443
5.7,1.2,1.2,0.57284,0.44225
5.7,1.2,1.3,0.62757,0.46729
5.7,1.2,1.4,0.685,0.4885
5.7,1.3,0.5,0.23051,0.21158
5.7,1.3,0.6,0.27749,0.24971
5.7,1.3,0.7,0.32529,0.28653
5.7,1.3,0.8,0.37401,0.32193
5.7,1.3,0.9,0.42407,0.35582
5.7,1.3,1.0,0.47499,0.38811
5.7,1.3,1.1,0.52689,0.41832
5.7,1.3,1.2,0.58074,0.44631
5.7,1.3,1.3,0.63674,0.47125
5.7,1.3,1.4,0.69253,0.49112
5.7,1.4,0.5,0.23184,0.21272
5.7,1.4,0.6,0.2797,0.25149
5.7,1.4,0.7,0.3284,0.28892
5.7,1.4,0.8,0.37837,0.32503
5.7,1.4,0.9,0.42924,0.35939
5.7,1.4,1.0,0.48086,0.39187
5.7,1.4,1.1,0.53422,0.42253
5.7,1.4,1.2,0.58879,0.45039
5.7,1.4,1.3,0.64295,0.47397
5.7,1.4,1.4,0.69337,0.49205
5.8,0.5,0.5,0.22635,0.20796
5.8,0.5,0.6,0.27167,0.24486
5.8,0.5,0.7,0.31684,0.27988
5.8,0.5,0.8,0.36236,0.31333
5.8,0.5,0.9,0.40802,0.34488
5.8,0.5,1.0,0.45362,0.37447
5.8,0.5,1.1,0.4988,0.40183
5.8,0.5,1.2,0.54453,0.42727
5.8,0.5,1.3,0.59058,0.45031
5.8,0.5,1.4,0.63721,0.47068
5.8,0.6,0.5,0.22665,0.20821
5.8,0.6,0.6,0.27207,0.2452
5.8,0.6,0.7,0.31741,0.28035
5.8,0.6,0.8,0.36307,0.31389
5.8,0.6,0.9,0.40886,0.34552
5.8,0.6,1.0,0.45461,0.37518
5.8,0.6,1.1,0.50008,0.40267
5.8,0.6,1.2,0.54615,0.42821
5.8,0.6,1.3,0.59258,0.45134
5.8,0.6,1.4,0.63978,0.47183
5.8,0.7,0.5,0.22701,0.20853
5.8,0.7,0.6,0.27239,0.24548
5.8,0.7,0.7,0.31804,0.28087
5.8,0.7,0.8,0.36382,0.31449
5.8,0.7,0.9,0.40977,0.34621
5.8,0.7,1.0,0.4555,0.3758
5.8,0.7,1.1,0.50156,0.40361
5.8,0.7,1.2,0.54789,0.42923
5.8,0.7,1.3,0.59581,0.45237
5.8,0.7,1.4,0.64388,0.47303
5.8,0.8,0.5,0.22744,0.2089
5.8,0.8,0.6,0.27292,0.24594
5.8,0.8,0.7,0.31871,0.28143
5.8,0.8,0.8,0.36464,0.31514
5.8,0.8,0.9,0.41081,0.34697
5.8,0.8,1.0,0.45679,0.37669
5.8,0.8,1.1,0.50305,0.40458
5.8,0.8,1.2,0.55101,0.43042
5.8,0.8,1.3,0.59896,0.45402
5.8,0.8,1.4,0.64789,0.47481
5.8,0.9,0.5,0.22776,0.2092
5.8,0.9,0.6,0.27349,0.24643
5.8,0.9,0.7,0.31943,0.28203
5.8,0.9,0.8,0.36555,0.31585
5.8,0.9,0.9,0.4117,0.34763
5.8,0.9,1.0,0.45862,0.37769
5.8,0.9,1.1,0.50618,0.40596
5.8,0.9,1.2,0.55406,0.43218
5.8,0.9,1.3,0.60294,0.45605
5.8,0.9,1.4,0.65317,0.47703
5.8,1.0,0.5,0.22822,0.20962
5.8,1.0,0.6,0.2741,0.24696
5.8,1.0,0.7,0.32019,0.28265
5.8,1.0,0.8,0.36633,0.31645
5.8,1.0,0.9,0.41341,0.34872
5.8,1.0,1.0,0.46126,0.37919
5.8,1.0,1.1,0.50924,0.40788
5.8,1.0,1.2,0.5578,0.43429
5.8,1.0,1.3,0.60864,0.45872
5.8,1.0,1.4,0.6627,0.48065
5.8,1.1,0.5,0.22871,0.21006
5.8,1.1,0.6,0.27461,0.2474
5.8,1.1,0.7,0.32094,0.28326
5.8,1.1,0.8,0.36806,0.31765
5.8,1.1,0.9,0.41569,0.35026
5.8,1.1,1.0,0.46428,0.3812
5.8,1.1,1.1,0.51316,0.41021
5.8,1.1,1.2,0.56371,0.43742
5.8,1.1,1.3,0.61668,0.46244
5.8,1.1,1.4,0.67219,0.4841
5.8,1.2,0.5,0.22916,0.21045
5.8,1.2,0.6,0.27557,0.2482
5.8,1.2,0.7,0.32265,0.28453
5.8,1.2,0.8,0.37034,0.3193
5.8,1.2,0.9,0.41891,0.35227
5.8,1.2,1.0,0.46812,0.38368
5.8,1.2,1.1,0.51864,0.41348
5.8,1.2,1.2,0.57098,0.44127
5.8,1.2,1.3,0.62517,0.46624
5.8,1.2,1.4,0.68252,0.48764
5.8,1.3,0.5,0.23023,0.21135
5.8,1.3,0.6,0.2771,0.24941
5.8,1.3,0.7,0.32469,0.28609
5.8,1.3,0.8,0.37308,0.32128
5.8,1.3,0.9,0.42285,0.35502
5.8,1.3,1.0,0.47352,0.38717
5.8,1.3,1.1,0.52527,0.41737
5.8,1.3,1.2,0.57864,0.44523
5.8,1.3,1.3,0.63451,0.47028
5.8,1.3,1.4,0.69111,0.49054
5.8,1.4,0.5,0.23147,0.2124
5.8,1.4,0.6,0.2791,0.25101
5.8,1.4,0.7,0.32754,0.28828
5.8,1.4,0.8,0.37715,0.32422
5.8,1.4,0.9,0.42796,0.35855
5.8,1.4,1.0,0.47938,0.39092
5.8,1.4,1.1,0.53238,0.42148
5.8,1.4,1.2,0.58684,0.44939
5.8,1.4,1.3,0.64181,0.47342
5.8,1.4,1.4,0.69296,0.49178
5.9,0.5,0.5,0.22623,0.20786
5.9,0.5,0.6,0.27126,0.24454
5.9,0.5,0.7,0.31663,0.27974
5.9,0.5,0.8,0.36211,0.31317
5.9,0.5,0.9,0.40772,0.34471
5.9,0.5,1.0,0.45298,0.37402
5.9,0.5,1.1,0.49845,0.40161
5.9,0.5,1.2,0.54409,0.42701
5.9,0.5,1.3,0.59004,0.45004
5.9,0.5,1.4,0.63648,0.47037
5.9,0.6,0.5,0.2265,0.20809
5.9,0.6,0.6,0.27167,0.24488
5.9,0.6,0.7,0.31717,0.28018
5.9,0.6,0.8,0.36281,0.31371
5.9,0.6,0.9,0.40856,0.34533
5.9,0.6,1.0,0.45402,0.37476
5.9,0.6,1.1,0.49972,0.40244
5.9,0.6,1.2,0.54567,0.42793
5.9,0.6,1.3,0.59196,0.45103
5.9,0.6,1.4,0.63891,0.47146
5.9,0.7,0.5,0.22685,0.2084
5.9,0.7,0.6,0.27217,0.24531
5.9,0.7,0.7,0.31779,0.2807
5.9,0.7,0.8,0.36356,0.31431
5.9,0.7,0.9,0.40921,0.34583
5.9,0.7,1.0,0.45519,0.37558
5.9,0.7,1.1,0.50116,0.40336
5.9,0.7,1.2,0.54737,0.42892
5.9,0.7,1.3,0.59499,0.45196
5.9,0.7,1.4,0.64282,0.47258
5.9,0.8,0.5,0.22717,0.20868
5.9,0.8,0.6,0.27272,0.24578
5.9,0.8,0.7,0.31848,0.28127
5.9,0.8,0.8,0.36436,0.31496
5.9,0.8,0.9,0.41029,0.34663
5.9,0.8,1.0,0.45647,0.37647
5.9,0.8,1.1,0.50262,0.4043
5.9,0.8,1.2,0.55024,0.42997
5.9,0.8,1.3,0.59797,0.45353
5.9,0.8,1.4,0.64673,0.47432
5.9,0.9,0.5,0.22759,0.20906
5.9,0.9,0.6,0.27331,0.2463
5.9,0.9,0.7,0.31919,0.28186
5.9,0.9,0.8,0.36511,0.31553
5.9,0.9,0.9,0.41139,0.34744
5.9,0.9,1.0,0.45821,0.37742
5.9,0.9,1.1,0.50545,0.4055
5.9,0.9,1.2,0.55318,0.43168
5.9,0.9,1.3,0.60165,0.45541
5.9,0.9,1.4,0.6516,0.47639
5.9,1.0,0.5,0.22809,0.20951
5.9,1.0,0.6,0.27391,0.24682
5.9,1.0,0.7,0.31982,0.28237
5.9,1.0,0.8,0.36605,0.31628
5.9,1.0,0.9,0.41291,0.34841
5.9,1.0,1.0,0.46057,0.37873
5.9,1.0,1.1,0.50843,0.40737
5.9,1.0,1.2,0.55684,0.43375
5.9,1.0,1.3,0.60693,0.45792
5.9,1.0,1.4,0.66019,0.47969
5.9,1.1,0.5,0.22857,0.20994
5.9,1.1,0.6,0.27443,0.24727
5.9,1.1,0.7,0.32065,0.28305
5.9,1.1,0.8,0.36759,0.31734
5.9,1.1,0.9,0.41505,0.34986
5.9,1.1,1.0,0.46353,0.38069
5.9,1.1,1.1,0.51204,0.40953
