pitch,twist_factor,chord_factor,CT,CP 
2.9,1.3,0.8,0.39774,0.33878
2.9,1.3,0.9,0.44481,0.37015
2.9,1.3,1.0,0.48978,0.39808
2.9,1.3,1.1,0.53246,0.42262
2.9,1.3,1.2,0.57321,0.444
2.9,1.3,1.3,0.61147,0.46227
2.9,1.3,1.4,0.64793,0.47773
2.9,1.4,0.5,0.24868,0.22652
2.9,1.4,0.6,0.29803,0.2658
2.9,1.4,0.7,0.34667,0.30241
2.9,1.4,0.8,0.39366,0.33591
2.9,1.4,0.9,0.43903,0.36631
2.9,1.4,1.0,0.48231,0.39343
2.9,1.4,1.1,0.52343,0.41731
2.9,1.4,1.2,0.56236,0.4382
2.9,1.4,1.3,0.59951,0.45637
2.9,1.4,1.4,0.63478,0.47189
3.0,0.5,0.5,0.23279,0.21312
3.0,0.5,0.6,0.27985,0.25116
3.0,0.5,0.7,0.32744,0.28779
3.0,0.5,0.8,0.37546,0.32278
3.0,0.5,0.9,0.42375,0.35589
3.0,0.5,1.0,0.47288,0.3873
3.0,0.5,1.1,0.52264,0.41659
3.0,0.5,1.2,0.57405,0.44335
3.0,0.5,1.3,0.62563,0.46739
3.0,0.5,1.4,0.67818,0.48765
3.0,0.6,0.5,0.23351,0.21374
3.0,0.6,0.6,0.28112,0.25221
3.0,0.6,0.7,0.32916,0.28914
3.0,0.6,0.8,0.37763,0.32438
3.0,0.6,0.9,0.42677,0.35799
3.0,0.6,1.0,0.47656,0.38967
3.0,0.6,1.1,0.52801,0.41919
3.0,0.6,1.2,0.57965,0.44633
3.0,0.6,1.3,0.63215,0.47033
3.0,0.6,1.4,0.68468,0.4899
3.0,0.7,0.5,0.23466,0.21473
3.0,0.7,0.6,0.28273,0.25354
3.0,0.7,0.7,0.33124,0.29077
3.0,0.7,0.8,0.38046,0.32648
3.0,0.7,0.9,0.43025,0.36039
3.0,0.7,1.0,0.48143,0.39251
3.0,0.7,1.1,0.53341,0.42237
3.0,0.7,1.2,0.58588,0.44957
3.0,0.7,1.3,0.63845,0.47309
3.0,0.7,1.4,0.68957,0.49165
3.0,0.8,0.5,0.23604,0.21592
3.0,0.8,0.6,0.28469,0.25514
3.0,0.8,0.7,0.33389,0.29282
3.0,0.8,0.8,0.38373,0.32887
3.0,0.8,0.9,0.4347,0.36327
3.0,0.8,1.0,0.48682,0.39571
3.0,0.8,1.1,0.53951,0.42588
3.0,0.8,1.2,0.59238,0.45284
3.0,0.8,1.3,0.64361,0.47536
3.0,0.8,1.4,0.68937,0.49196
3.0,0.9,0.5,0.23795,0.21754
3.0,0.9,0.6,0.28711,0.2571
3.0,0.9,0.7,0.33705,0.29519
3.0,0.9,0.8,0.38781,0.33171
3.0,0.9,0.9,0.43988,0.36669
3.0,0.9,1.0,0.49258,0.3993
3.0,0.9,1.1,0.54509,0.42905
3.0,0.9,1.2,0.59635,0.45493
3.0,0.9,1.3,0.64285,0.47535
3.0,0.9,1.4,0.68596,0.49127
3.0,1.0,0.5,0.24014,0.21937
3.0,1.0,0.6,0.28978,0.25922
3.0,1.0,0.7,0.34055,0.29784
3.0,1.0,0.8,0.39242,0.33498
3.0,1.0,0.9,0.44495,0.36993
3.0,1.0,1.0,0.49732,0.40229
3.0,1.0,1.1,0.54817,0.43089
3.0,1.0,1.2,0.59522,0.45464
3.0,1.0,1.3,0.63898,0.47406
3.0,1.0,1.4,0.6806,0.48972
3.0,1.1,0.5,0.24236,0.22123
3.0,1.1,0.6,0.29304,0.26181
3.0,1.1,0.7,0.34452,0.30085
3.0,1.1,0.8,0.39661,0.33796
3.0,1.1,0.9,0.44885,0.37259
3.0,1.1,1.0,0.49897,0.40343
3.0,1.1,1.1,0.5464,0.43012
3.0,1.1,1.2,0.59089,0.45275
3.0,1.1,1.3,0.63291,0.47174
3.0,1.1,1.4,0.67275,0.48727
3.0,1.2,0.5,0.24517,0.22358
3.0,1.2,0.6,0.29623,0.26436
3.0,1.2,0.7,0.348,0.30347
3.0,1.2,0.8,0.3996,0.33999
3.0,1.2,0.9,0.44902,0.37282
3.0,1.2,1.0,0.49655,0.4021
3.0,1.2,1.1,0.54182,0.42773
3.0,1.2,1.2,0.58436,0.44966
3.0,1.2,1.3,0.62499,0.46834
3.0,1.2,1.4,0.66288,0.48373
3.0,1.3,0.5,0.24762,0.22563
3.0,1.3,0.6,0.29873,0.26636
3.0,1.3,0.7,0.34911,0.30432
3.0,1.3,0.8,0.39843,0.33923
3.0,1.3,0.9,0.44592,0.37085
3.0,1.3,1.0,0.49162,0.39916
3.0,1.3,1.1,0.53491,0.42393
3.0,1.3,1.2,0.57607,0.44539
3.0,1.3,1.3,0.61467,0.46367
3.0,1.3,1.4,0.6514,0.47907
3.0,1.4,0.5,0.2487,0.22654
3.0,1.4,0.6,0.29833,0.26604
3.0,1.4,0.7,0.34729,0.30288
3.0,1.4,0.8,0.3948,0.3367
3.0,1.4,0.9,0.44062,0.36735
3.0,1.4,1.0,0.48454,0.39477
3.0,1.4,1.1,0.52614,0.41882
3.0,1.4,1.2,0.56548,0.43979
3.0,1.4,1.3,0.60288,0.45793
3.0,1.4,1.4,0.63845,0.47341
3.1,0.5,0.5,0.23235,0.21275
3.1,0.5,0.6,0.27939,0.25078
3.1,0.5,0.7,0.32685,0.28732
3.1,0.5,0.8,0.37451,0.32207
3.1,0.5,0.9,0.42289,0.35527
3.1,0.5,1.0,0.47187,0.38662
3.1,0.5,1.1,0.52151,0.41589
3.1,0.5,1.2,0.57258,0.44249
3.1,0.5,1.3,0.62406,0.46658
3.1,0.5,1.4,0.67701,0.48717
3.1,0.6,0.5,0.2331,0.2134
3.1,0.6,0.6,0.28057,0.25176
3.1,0.6,0.7,0.32829,0.28847
3.1,0.6,0.8,0.37678,0.32376
3.1,0.6,0.9,0.42581,0.35731
3.1,0.6,1.0,0.47547,0.38895
3.1,0.6,1.1,0.52657,0.41829
3.1,0.6,1.2,0.57808,0.44544
3.1,0.6,1.3,0.6309,0.46971
3.1,0.6,1.4,0.68383,0.48954
3.1,0.7,0.5,0.23416,0.21431
3.1,0.7,0.6,0.28195,0.2529
3.1,0.7,0.7,0.33045,0.29015
3.1,0.7,0.8,0.37955,0.3258
3.1,0.7,0.9,0.42921,0.35967
3.1,0.7,1.0,0.48003,0.39159
3.1,0.7,1.1,0.53202,0.42152
3.1,0.7,1.2,0.58462,0.44886
3.1,0.7,1.3,0.63741,0.47257
3.1,0.7,1.4,0.68968,0.49154
3.1,0.8,0.5,0.23546,0.21543
3.1,0.8,0.6,0.28396,0.25455
3.1,0.8,0.7,0.33306,0.29218
3.1,0.8,0.8,0.38264,0.32807
3.1,0.8,0.9,0.4334,0.36237
3.1,0.8,1.0,0.48544,0.39482
3.1,0.8,1.1,0.53811,0.42505
3.1,0.8,1.2,0.59129,0.45222
3.1,0.8,1.3,0.64369,0.47528
3.1,0.8,1.4,0.69094,0.49232
3.1,0.9,0.5,0.23728,0.21698
3.1,0.9,0.6,0.28639,0.25652
3.1,0.9,0.7,0.33592,0.29439
3.1,0.9,0.8,0.38653,0.33079
3.1,0.9,0.9,0.43855,0.36578
3.1,0.9,1.0,0.49141,0.39854
3.1,0.9,1.1,0.54402,0.42839
3.1,0.9,1.2,0.59638,0.45483
3.1,0.9,1.3,0.64421,0.47578
3.1,0.9,1.4,0.68805,0.49182
3.1,1.0,0.5,0.23943,0.21878
3.1,1.0,0.6,0.28906,0.25863
3.1,1.0,0.7,0.33948,0.29703
3.1,1.0,0.8,0.39118,0.33409
3.1,1.0,0.9,0.44384,0.36916
3.1,1.0,1.0,0.49637,0.40165
3.1,1.0,1.1,0.54828,0.43086
3.1,1.0,1.2,0.59652,0.45515
3.1,1.0,1.3,0.64105,0.47479
3.1,1.0,1.4,0.68312,0.49045
3.1,1.1,0.5,0.24171,0.22069
3.1,1.1,0.6,0.29217,0.26112
3.1,1.1,0.7,0.34349,0.30007
3.1,1.1,0.8,0.3956,0.33723
3.1,1.1,0.9,0.4482,0.37213
3.1,1.1,1.0,0.49925,0.40353
3.1,1.1,1.1,0.5476,0.43068
3.1,1.1,1.2,0.59291,0.45363
3.1,1.1,1.3,0.63539,0.47268
3.1,1.1,1.4,0.6756,0.48819
3.1,1.2,0.5,0.24442,0.22296
3.1,1.2,0.6,0.29545,0.26374
3.1,1.2,0.7,0.34713,0.30281
3.1,1.2,0.8,0.39925,0.33972
3.1,1.2,0.9,0.44942,0.37303
3.1,1.2,1.0,0.49759,0.40267
3.1,1.2,1.1,0.54357,0.42862
3.1,1.2,1.2,0.58679,0.45078
3.1,1.2,1.3,0.62783,0.46948
3.1,1.2,1.4,0.66608,0.48485
3.1,1.3,0.5,0.24699,0.22511
3.1,1.3,0.6,0.29822,0.26595
3.1,1.3,0.7,0.3491,0.30431
3.1,1.3,0.8,0.39891,0.33955
3.1,1.3,0.9,0.4469,0.37146
3.1,1.3,1.0,0.49322,0.40008
3.1,1.3,1.1,0.5372,0.42514
3.1,1.3,1.2,0.57884,0.44673
3.1,1.3,1.3,0.61784,0.46504
3.1,1.3,1.4,0.6548,0.48038
3.1,1.4,0.5,0.2486,0.22646
3.1,1.4,0.6,0.29851,0.26619
3.1,1.4,0.7,0.34779,0.30326
3.1,1.4,0.8,0.39578,0.33738
3.1,1.4,0.9,0.44207,0.36829
3.1,1.4,1.0,0.48662,0.39601
3.1,1.4,1.1,0.52883,0.42031
3.1,1.4,1.2,0.56854,0.44132
3.1,1.4,1.3,0.60622,0.45946
3.1,1.4,1.4,0.64204,0.47487
3.2,0.5,0.5,0.23193,0.21241
3.2,0.5,0.6,0.27896,0.25043
3.2,0.5,0.7,0.32627,0.28687
3.2,0.5,0.8,0.37379,0.32154
3.2,0.5,0.9,0.42204,0.35467
3.2,0.5,1.0,0.47086,0.38595
3.2,0.5,1.1,0.52015,0.41502
3.2,0.5,1.2,0.57043,0.44191
3.2,0.5,1.3,0.62267,0.46588
3.2,0.5,1.4,0.67543,0.4865
3.2,0.6,0.5,0.23269,0.21307
3.2,0.6,0.6,0.28004,0.25133
3.2,0.6,0.7,0.32762,0.28795
3.2,0.6,0.8,0.37593,0.32314
3.2,0.6,0.9,0.42485,0.35663
3.2,0.6,1.0,0.47417,0.38809
3.2,0.6,1.1,0.52533,0.41753
3.2,0.6,1.2,0.57668,0.44465
3.2,0.6,1.3,0.62929,0.46891
3.2,0.6,1.4,0.68274,0.4891
3.2,0.7,0.5,0.23366,0.21391
3.2,0.7,0.6,0.28132,0.2524
3.2,0.7,0.7,0.32965,0.28954
3.2,0.7,0.8,0.37861,0.32512
3.2,0.7,0.9,0.42803,0.35883
3.2,0.7,1.0,0.47884,0.39082
3.2,0.7,1.1,0.53045,0.42056
3.2,0.7,1.2,0.58319,0.44807
3.2,0.7,1.3,0.63624,0.47199
3.2,0.7,1.4,0.68961,0.49141
3.2,0.8,0.5,0.23488,0.21495
3.2,0.8,0.6,0.28323,0.25396
3.2,0.8,0.7,0.3322,0.29152
3.2,0.8,0.8,0.38167,0.32736
3.2,0.8,0.9,0.43231,0.36161
3.2,0.8,1.0,0.48393,0.39383
3.2,0.8,1.1,0.53661,0.42414
3.2,0.8,1.2,0.58988,0.45145
3.2,0.8,1.3,0.64336,0.47503
3.2,0.8,1.4,0.6924,0.49265
3.2,0.9,0.5,0.23661,0.21643
3.2,0.9,0.6,0.28551,0.25581
3.2,0.9,0.7,0.33508,0.29374
3.2,0.9,0.8,0.38553,0.33007
3.2,0.9,0.9,0.43723,0.36487
3.2,0.9,1.0,0.48996,0.39761
3.2,0.9,1.1,0.5429,0.4277
3.2,0.9,1.2,0.59586,0.45448
3.2,0.9,1.3,0.6455,0.47616
3.2,0.9,1.4,0.69006,0.49233
3.2,1.0,0.5,0.23876,0.21823
3.2,1.0,0.6,0.28834,0.25805
3.2,1.0,0.7,0.33849,0.29628
3.2,1.0,0.8,0.38995,0.3332
3.2,1.0,0.9,0.44261,0.36832
3.2,1.0,1.0,0.4953,0.40096
3.2,1.0,1.1,0.54782,0.43053
3.2,1.0,1.2,0.59751,0.45551
3.2,1.0,1.3,0.64303,0.47548
3.2,1.0,1.4,0.68552,0.49113
3.2,1.1,0.5,0.24107,0.22017
3.2,1.1,0.6,0.29126,0.26039
3.2,1.1,0.7,0.34241,0.29925
3.2,1.1,0.8,0.39453,0.33646
3.2,1.1,0.9,0.44724,0.37145
3.2,1.1,1.0,0.49919,0.40343
3.2,1.1,1.1,0.5484,0.43104
3.2,1.1,1.2,0.59464,0.45436
3.2,1.1,1.3,0.63775,0.47357
3.2,1.1,1.4,0.67838,0.48905
3.2,1.2,0.5,0.24368,0.22235
3.2,1.2,0.6,0.29464,0.26309
3.2,1.2,0.7,0.34622,0.30212
3.2,1.2,0.8,0.3986,0.33924
3.2,1.2,0.9,0.44959,0.3731
3.2,1.2,1.0,0.4984,0.4031
3.2,1.2,1.1,0.54511,0.42939
3.2,1.2,1.2,0.58913,0.45183
3.2,1.2,1.3,0.63056,0.47057
3.2,1.2,1.4,0.66921,0.48593
3.2,1.3,0.5,0.24635,0.22458
3.2,1.3,0.6,0.29762,0.26547
3.2,1.3,0.7,0.3489,0.30415
3.2,1.3,0.8,0.3992,0.33974
3.2,1.3,0.9,0.44772,0.37197
3.2,1.3,1.0,0.49459,0.40087
3.2,1.3,1.1,0.53929,0.42624
3.2,1.3,1.2,0.58155,0.44801
3.2,1.3,1.3,0.62093,0.46635
3.2,1.3,1.4,0.65816,0.48164
3.2,1.4,0.5,0.24838,0.22628
3.2,1.4,0.6,0.29858,0.26624
3.2,1.4,0.7,0.34814,0.30354
3.2,1.4,0.8,0.39655,0.33792
3.2,1.4,0.9,0.44338,0.36914
3.2,1.4,1.0,0.48846,0.39711
3.2,1.4,1.1,0.53131,0.42168
3.2,1.4,1.2,0.57154,0.44282
3.2,1.4,1.3,0.60951,0.46095
3.2,1.4,1.4,0.64561,0.4763
3.3,0.5,0.5,0.23161,0.21215
3.3,0.5,0.6,0.27855,0.2501
3.3,0.5,0.7,0.32551,0.28628
3.3,0.5,0.8,0.37309,0.32103
3.3,0.5,0.9,0.42119,0.35407
3.3,0.5,1.0,0.46985,0.38528
3.3,0.5,1.1,0.51901,0.41432
3.3,0.5,1.2,0.56917,0.44119
3.3,0.5,1.3,0.62124,0.46516
3.3,0.5,1.4,0.67393,0.4859
3.3,0.6,0.5,0.23231,0.21276
3.3,0.6,0.6,0.27937,0.25079
3.3,0.6,0.7,0.32696,0.28744
3.3,0.6,0.8,0.37509,0.32252
3.3,0.6,0.9,0.42369,0.3558
3.3,0.6,1.0,0.47307,0.38736
3.3,0.6,1.1,0.52408,0.41676
3.3,0.6,1.2,0.57525,0.44385
3.3,0.6,1.3,0.62775,0.46815
3.3,0.6,1.4,0.68149,0.4886
3.3,0.7,0.5,0.23307,0.21342
3.3,0.7,0.6,0.28072,0.25191
3.3,0.7,0.7,0.32887,0.28894
3.3,0.7,0.8,0.3775,0.3243
3.3,0.7,0.9,0.427,0.35811
3.3,0.7,1.0,0.47765,0.39005
3.3,0.7,1.1,0.52907,0.41973
3.3,0.7,1.2,0.58162,0.44721
3.3,0.7,1.3,0.63497,0.47137
3.3,0.7,1.4,0.68903,0.49113
3.3,0.8,0.5,0.23431,0.21448
3.3,0.8,0.6,0.28251,0.25338
3.3,0.8,0.7,0.33118,0.29073
3.3,0.8,0.8,0.3807,0.32665
3.3,0.8,0.9,0.43123,0.36086
3.3,0.8,1.0,0.48259,0.39297
3.3,0.8,1.1,0.53506,0.42322
3.3,0.8,1.2,0.58834,0.45065
3.3,0.8,1.3,0.64239,0.47453
3.3,0.8,1.4,0.69341,0.49281
3.3,0.9,0.5,0.23595,0.21589
3.3,0.9,0.6,0.2847,0.25516
3.3,0.9,0.7,0.33423,0.29309
3.3,0.9,0.8,0.38454,0.32935
3.3,0.9,0.9,0.4357,0.36385
3.3,0.9,1.0,0.48846,0.39664
3.3,0.9,1.1,0.5417,0.42697
3.3,0.9,1.2,0.59494,0.45394
3.3,0.9,1.3,0.64614,0.47629
3.3,0.9,1.4,0.69197,0.49279
3.3,1.0,0.5,0.23797,0.2176
3.3,1.0,0.6,0.28758,0.25745
3.3,1.0,0.7,0.33761,0.29562
3.3,1.0,0.8,0.38876,0.33235
3.3,1.0,0.9,0.44123,0.36737
3.3,1.0,1.0,0.4941,0.40018
3.3,1.0,1.1,0.54712,0.43007
3.3,1.0,1.2,0.59805,0.45565
3.3,1.0,1.3,0.64475,0.47605
3.3,1.0,1.4,0.68749,0.49177
3.3,1.1,0.5,0.24039,0.21962
3.3,1.1,0.6,0.29046,0.25975
3.3,1.1,0.7,0.34137,0.29846
3.3,1.1,0.8,0.39337,0.33563
3.3,1.1,0.9,0.44613,0.37069
3.3,1.1,1.0,0.49869,0.40307
3.3,1.1,1.1,0.54891,0.43123
3.3,1.1,1.2,0.59616,0.45499
3.3,1.1,1.3,0.64,0.47439
3.3,1.1,1.4,0.68111,0.48988
3.3,1.2,0.5,0.24293,0.22173
3.3,1.2,0.6,0.29376,0.26239
3.3,1.2,0.7,0.3453,0.30143
3.3,1.2,0.8,0.39775,0.33863
3.3,1.2,0.9,0.44947,0.37298
3.3,1.2,1.0,0.499,0.40341
3.3,1.2,1.1,0.54636,0.43
3.3,1.2,1.2,0.5912,0.45276
3.3,1.2,1.3,0.63323,0.47162
3.3,1.2,1.4,0.67229,0.48697
3.3,1.3,0.5,0.24567,0.22403
3.3,1.3,0.6,0.29687,0.26488
3.3,1.3,0.7,0.34845,0.30381
3.3,1.3,0.8,0.39928,0.33978
3.3,1.3,0.9,0.44838,0.37237
3.3,1.3,1.0,0.49574,0.40153
3.3,1.3,1.1,0.54117,0.42723
3.3,1.3,1.2,0.58412,0.44923
3.3,1.3,1.3,0.62394,0.46762
3.3,1.3,1.4,0.66143,0.48285
3.3,1.4,0.5,0.24795,0.22593
3.3,1.4,0.6,0.29854,0.26621
3.3,1.4,0.7,0.34835,0.30373
3.3,1.4,0.8,0.39719,0.33836
3.3,1.4,0.9,0.44456,0.36989
3.3,1.4,1.0,0.49013,0.39811
3.3,1.4,1.1,0.53363,0.42296
3.3,1.4,1.2,0.57448,0.44427
3.3,1.4,1.3,0.61274,0.46239
3.3,1.4,1.4,0.64913,0.47769
3.4,0.5,0.5,0.2313,0.21191
3.4,0.5,0.6,0.27816,0.24979
3.4,0.5,0.7,0.32499,0.28588
3.4,0.5,0.8,0.37242,0.32053
3.4,0.5,0.9,0.42034,0.35348
3.4,0.5,1.0,0.46863,0.38446
3.4,0.5,1.1,0.51786,0.41361
3.4,0.5,1.2,0.56788,0.44046
3.4,0.5,1.3,0.61982,0.46445
3.4,0.5,1.4,0.67235,0.48526
3.4,0.6,0.5,0.23195,0.21247
3.4,0.6,0.6,0.27892,0.25042
3.4,0.6,0.7,0.32634,0.28696
3.4,0.6,0.8,0.37428,0.32193
3.4,0.6,0.9,0.42273,0.35513
3.4,0.6,1.0,0.47196,0.38663
3.4,0.6,1.1,0.52284,0.416
3.4,0.6,1.2,0.57385,0.44306
3.4,0.6,1.3,0.62615,0.46738
3.4,0.6,1.4,0.68007,0.48805
3.4,0.7,0.5,0.23264,0.21307
3.4,0.7,0.6,0.28015,0.25145
3.4,0.7,0.7,0.32811,0.28835
3.4,0.7,0.8,0.37658,0.32362
3.4,0.7,0.9,0.42593,0.35736
3.4,0.7,1.0,0.47644,0.38927
3.4,0.7,1.1,0.52772,0.4189
3.4,0.7,1.2,0.57984,0.44624
3.4,0.7,1.3,0.63353,0.47068
3.4,0.7,1.4,0.68784,0.49067
3.4,0.8,0.5,0.23377,0.21404
3.4,0.8,0.6,0.28169,0.25272
3.4,0.8,0.7,0.3303,0.29006
3.4,0.8,0.8,0.37967,0.32591
3.4,0.8,0.9,0.43012,0.3601
3.4,0.8,1.0,0.48135,0.39216
3.4,0.8,1.1,0.53349,0.42228
3.4,0.8,1.2,0.58687,0.44986
3.4,0.8,1.3,0.64082,0.47379
3.4,0.8,1.4,0.69392,0.49283
3.4,0.9,0.5,0.23521,0.21527
3.4,0.9,0.6,0.2839,0.25452
3.4,0.9,0.7,0.33328,0.29236
3.4,0.9,0.8,0.38354,0.32863
3.4,0.9,0.9,0.43444,0.36299
3.4,0.9,1.0,0.48675,0.39558
3.4,0.9,1.1,0.54027,0.42612
3.4,0.9,1.2,0.59374,0.45328
3.4,0.9,1.3,0.64646,0.47628
3.4,0.9,1.4,0.69366,0.49317
3.4,1.0,0.5,0.23725,0.217
3.4,1.0,0.6,0.28678,0.25681
3.4,1.0,0.7,0.33674,0.29495
3.4,1.0,0.8,0.38764,0.33155
3.4,1.0,0.9,0.43982,0.36641
3.4,1.0,1.0,0.49277,0.39933
3.4,1.0,1.1,0.54607,0.42943
3.4,1.0,1.2,0.59819,0.45561
3.4,1.0,1.3,0.64615,0.47649
3.4,1.0,1.4,0.68969,0.49235
3.4,1.1,0.5,0.2397,0.21905
3.4,1.1,0.6,0.28963,0.2591
3.4,1.1,0.7,0.34036,0.29769
3.4,1.1,0.8,0.39214,0.33475
3.4,1.1,0.9,0.44495,0.36988
3.4,1.1,1.0,0.49786,0.40252
3.4,1.1,1.1,0.54915,0.43128
3.4,1.1,1.2,0.59733,0.45544
3.4,1.1,1.3,0.64206,0.47512
3.4,1.1,1.4,0.68372,0.49064
3.4,1.2,0.5,0.24218,0.22112
3.4,1.2,0.6,0.29287,0.26168
3.4,1.2,0.7,0.34434,0.3007
3.4,1.2,0.8,0.3967,0.33787
3.4,1.2,0.9,0.44899,0.37263
3.4,1.2,1.0,0.49937,0.40357
3.4,1.2,1.1,0.54741,0.43051
3.4,1.2,1.2,0.59305,0.45357
3.4,1.2,1.3,0.63583,0.47262
3.4,1.2,1.4,0.67526,0.48794
3.4,1.3,0.5,0.24495,0.22344
3.4,1.3,0.6,0.2961,0.26427
3.4,1.3,0.7,0.34781,0.30332
3.4,1.3,0.8,0.39916,0.33969
3.4,1.3,0.9,0.44883,0.37263
3.4,1.3,1.0,0.49675,0.4021
3.4,1.3,1.1,0.54278,0.42806
3.4,1.3,1.2,0.58648,0.45033
3.4,1.3,1.3,0.62688,0.46884
3.4,1.3,1.4,0.66469,0.48403
3.4,1.4,0.5,0.24742,0.22551
3.4,1.4,0.6,0.29836,0.26607
3.4,1.4,0.7,0.34848,0.30383
3.4,1.4,0.8,0.39768,0.3387
3.4,1.4,0.9,0.44556,0.37053
3.4,1.4,1.0,0.49164,0.39901
3.4,1.4,1.1,0.53575,0.42411
3.4,1.4,1.2,0.57734,0.44567
3.4,1.4,1.3,0.61594,0.4638
3.4,1.4,1.4,0.65263,0.47904
3.5,0.5,0.5,0.23102,0.21168
3.5,0.5,0.6,0.27762,0.24934
3.5,0.5,0.7,0.3245,0.28551
3.5,0.5,0.8,0.37179,0.32006
3.5,0.5,0.9,0.41931,0.35274
3.5,0.5,1.0,0.46767,0.38382
3.5,0.5,1.1,0.51672,0.4129
3.5,0.5,1.2,0.5666,0.43973
3.5,0.5,1.3,0.61837,0.46372
3.5,0.5,1.4,0.6707,0.48459
3.5,0.6,0.5,0.23148,0.21208
3.5,0.6,0.6,0.27848,0.25007
3.5,0.6,0.7,0.32574,0.2865
3.5,0.6,0.8,0.37332,0.32121
3.5,0.6,0.9,0.42177,0.35447
3.5,0.6,1.0,0.47085,0.3859
3.5,0.6,1.1,0.52074,0.41531
3.5,0.6,1.2,0.57244,0.44228
3.5,0.6,1.3,0.62454,0.46659
3.5,0.6,1.4,0.67819,0.48729
3.5,0.7,0.5,0.23223,0.21274
3.5,0.7,0.6,0.27961,0.25101
3.5,0.7,0.7,0.32722,0.28767
3.5,0.7,0.8,0.37567,0.32296
3.5,0.7,0.9,0.42484,0.35661
3.5,0.7,1.0,0.47524,0.38848
3.5,0.7,1.1,0.52638,0.4181
3.5,0.7,1.2,0.57825,0.44536
3.5,0.7,1.3,0.6318,0.46986
3.5,0.7,1.4,0.68607,0.49004
3.5,0.8,0.5,0.23326,0.21362
3.5,0.8,0.6,0.28104,0.25219
3.5,0.8,0.7,0.32945,0.2894
3.5,0.8,0.8,0.37862,0.32514
3.5,0.8,0.9,0.42899,0.35933
3.5,0.8,1.0,0.48011,0.39135
3.5,0.8,1.1,0.53193,0.42135
3.5,0.8,1.2,0.58513,0.44892
3.5,0.8,1.3,0.63951,0.47317
3.5,0.8,1.4,0.69366,0.49263
3.5,0.9,0.5,0.23461,0.21478
3.5,0.9,0.6,0.28312,0.25389
3.5,0.9,0.7,0.3323,0.29161
3.5,0.9,0.8,0.38255,0.32791
3.5,0.9,0.9,0.43331,0.36222
3.5,0.9,1.0,0.48527,0.39463
3.5,0.9,1.1,0.53858,0.42513
3.5,0.9,1.2,0.59248,0.45259
3.5,0.9,1.3,0.64593,0.47595
3.5,0.9,1.4,0.69494,0.49341
3.5,1.0,0.5,0.23653,0.21641
3.5,1.0,0.6,0.2858,0.25605
3.5,1.0,0.7,0.33584,0.29427
3.5,1.0,0.8,0.38661,0.3308
3.5,1.0,0.9,0.43848,0.36549
3.5,1.0,1.0,0.49132,0.3984
3.5,1.0,1.1,0.54477,0.42866
3.5,1.0,1.2,0.5978,0.45532
3.5,1.0,1.3,0.64717,0.47676
3.5,1.0,1.4,0.6918,0.49289
3.5,1.1,0.5,0.23892,0.21841
3.5,1.1,0.6,0.28876,0.2584
3.5,1.1,0.7,0.33938,0.29695
3.5,1.1,0.8,0.39091,0.33387
3.5,1.1,0.9,0.4437,0.36903
3.5,1.1,1.0,0.49672,0.40179
3.5,1.1,1.1,0.5491,0.43118
3.5,1.1,1.2,0.59817,0.45574
3.5,1.1,1.3,0.64386,0.47574
3.5,1.1,1.4,0.68626,0.49137
3.5,1.2,0.5,0.24135,0.22045
3.5,1.2,0.6,0.29199,0.26097
3.5,1.2,0.7,0.34334,0.29995
3.5,1.2,0.8,0.39547,0.3371
3.5,1.2,0.9,0.44819,0.37208
3.5,1.2,1.0,0.49944,0.40356
3.5,1.2,1.1,0.54824,0.43089
3.5,1.2,1.2,0.59457,0.45422
3.5,1.2,1.3,0.63825,0.47354
3.5,1.2,1.4,0.67782,0.48872
3.5,1.3,0.5,0.24417,0.2228
3.5,1.3,0.6,0.29532,0.26364
3.5,1.3,0.7,0.34703,0.30273
3.5,1.3,0.8,0.39886,0.33946
3.5,1.3,0.9,0.44907,0.37276
3.5,1.3,1.0,0.49757,0.40256
3.5,1.3,1.1,0.5442,0.42879
3.5,1.3,1.2,0.58861,0.45134
3.5,1.3,1.3,0.62976,0.47001
3.5,1.3,1.4,0.66783,0.48513
3.5,1.4,0.5,0.24678,0.22498
3.5,1.4,0.6,0.29801,0.26578
3.5,1.4,0.7,0.34848,0.30383
3.5,1.4,0.8,0.39805,0.33896
3.5,1.4,0.9,0.44633,0.37102
3.5,1.4,1.0,0.49301,0.39982
3.5,1.4,1.1,0.53765,0.42515
3.5,1.4,1.2,0.57999,0.44695
3.5,1.4,1.3,0.61909,0.46517
3.5,1.4,1.4,0.6561,0.48036
3.6,0.5,0.5,0.23076,0.21147
3.6,0.5,0.6,0.27726,0.24907
3.6,0.5,0.7,0.32404,0.28515
3.6,0.5,0.8,0.37117,0.31961
3.6,0.5,0.9,0.41853,0.3522
3.6,0.5,1.0,0.46674,0.38319
3.6,0.5,1.1,0.51557,0.4122
3.6,0.5,1.2,0.5653,0.439
3.6,0.5,1.3,0.61665,0.46284
3.6,0.5,1.4,0.66878,0.48376
3.6,0.6,0.5,0.23117,0.21184
3.6,0.6,0.6,0.27807,0.24975
3.6,0.6,0.7,0.32517,0.28606
3.6,0.6,0.8,0.37258,0.32068
3.6,0.6,0.9,0.42082,0.35382
3.6,0.6,1.0,0.46976,0.38517
3.6,0.6,1.1,0.51946,0.41453
3.6,0.6,1.2,0.57081,0.44136
